# Small subsample from the center of the m4l packing from the N-RLP dataset of jammed spheres
# available at http://www-levich.engr.ccny.cuny.edu/webpage/hmakse/software-and-data/
# Data format for the particles: particle ID, x-coordinate, y-coordinate, z-coordinate, radius of the particle
# DEM parameters on the line below: Number of particles, grain size mean, grain size range, stress/strain mask, stress/strain rates, Young modulus, density, Poisson ratio, friction angle, damping coefficient 
1638 10 0 -1 -1 -1 -1 -1 -1 -1
# Limits on the line below: x_min, x_max, y_min, y_max, z_min, z_max (used for subsampling)
102.808 308.219 102.814 308.225 102.764 308.175
0	148.16	183.68	101.2	10
1	178	260.78	131.29	10
20	271.82	205.77	248.26	10
24	212.12	114.93	188.94	10
25	215.62	152.76	316.37	10
30	302.08	149.71	142.61	10
39	283.89	178.16	193.53	10
40	217.73	201.1	102	10
63	136.1	107.23	99.344	10
64	273.1	272.12	274.08	10
74	179.34	111.8	128.72	10
81	313.04	144.2	262.23	10
94	117.83	276.95	117.78	10
103	134.15	150.57	315.69	10
108	168.83	168.25	269.3	10
120	155	288.02	115.94	10
125	284.21	286.23	315.43	10
127	270.01	113.65	285.75	10
145	129.76	156.83	117.09	10
156	293.73	154.9	96.067	10
159	97.271	227.02	235.61	10
166	120.85	142.85	202.41	10
178	245.1	297.53	255.51	10
181	268.79	217.52	119.55	10
191	177.36	185.29	263.21	10
194	144.04	245.14	234.15	10
205	242.69	220.48	156.55	10
208	124.52	243.25	102.78	10
217	100.26	181.96	100.2	10
220	162.95	195.54	142.1	10
221	243.51	167.48	99.74	10
242	282.45	236.24	175.21	10
243	119.11	300.42	155.72	10
250	251.72	133.17	310.25	10
254	205.04	249.47	289.99	10
257	148.1	175.41	299.5	10
259	306.87	250.18	255.48	10
274	154.58	308.01	115.96	10
291	100.08	97.804	187.45	10
306	234.31	312.81	138.6	10
310	229.77	195.64	211.99	10
323	316.73	147.97	221.57	10
324	192.68	147.71	233.77	10
325	249.98	268.36	163.05	10
330	204.88	175.28	96.997	10
340	160.55	178.84	254.49	10
348	202.73	180.29	168.64	10
350	136.86	182.14	314.61	10
355	163.89	317.92	140.84	10
367	134.86	187.34	223.45	10
368	248.93	199.8	143.63	10
377	172.47	257.71	302.77	10
380	170.52	283.29	131.44	10
385	233.28	305.87	119.87	10
389	134.72	309.92	231.55	10
391	235.18	288.16	202.52	10
393	214.74	180.12	206.88	10
412	123.43	307.66	266.63	10
420	127.45	268.41	266.97	10
431	242.4	237.95	255.4	10
434	200.11	196.53	180.01	10
436	111.63	299.37	137.2	10
451	183.01	290.65	194.78	10
461	215.04	259.57	275.92	10
464	220.54	309.57	189.22	10
465	229.97	263.75	195.07	10
466	124.84	192.92	132.57	10
470	154.66	228.4	133.29	10
475	162.2	289.66	227.51	10
485	310.12	118.23	310.91	10
486	263.22	93.393	191.71	10
490	173.11	154.06	186.42	10
491	177.51	163.17	286.59	10
501	285.06	258.63	164.69	10
515	181.55	168.61	305.4	10
518	248.75	187.43	310.85	10
519	172.47	181.5	152.7	10
520	252.25	93.629	317.46	10
541	97.664	211.57	200.13	10
568	114.25	217.89	252.47	10
573	233.85	140.44	288.99	10
582	277.91	153.33	213.7	10
603	165.43	171.85	222.72	10
607	159.8	150.94	170.23	10
610	257.85	208.46	234.21	10
613	313	283.76	261.45	10
616	234.98	185.87	228.64	10
618	124.74	126.97	190.89	10
628	276.39	263.54	311.41	10
631	196.54	298.31	207.36	10
635	213.74	230.89	277.24	10
642	195.25	296.09	290.05	10
647	202.1	190.89	109.18	10
650	109.47	100.14	204.98	10
656	162.81	112.98	275.12	10
658	138.6	131.7	217.7	10
661	226.56	139.3	234.79	10
662	145.7	140.13	296.55	10
667	237.4	170.45	291.33	10
670	162.76	261.15	144.24	10
680	231.94	239.64	130.99	10
682	215.45	103.53	252.26	10
690	176.33	134.12	302.78	10
692	246.22	135.56	229.24	10
699	149.17	142.76	155.39	10
702	187.8	214.46	136.21	10
703	166.11	106.35	244.76	10
709	211.95	167.82	145.74	10
710	139.83	240.69	179.95	10
713	217.05	244.26	166.98	10
716	182.24	215.62	215.47	10
720	286.29	142.7	152.68	10
722	111.73	106.7	276.97	10
731	302.61	263.25	146	10
744	133.13	231.79	317.01	10
746	146.31	194.9	242.54	10
748	107.93	303.56	192.27	10
752	270.21	299.55	134.48	10
754	137.65	158.45	297.64	10
756	229.98	146.95	201.26	10
765	315.39	159.56	282.89	10
778	181.1	134	129.03	10
784	225.79	256.21	121.63	10
805	224.77	170.26	177.17	10
806	269.97	271.52	162.19	10
811	160.74	235.98	240.25	10
829	306.29	207.36	304.81	10
846	242.19	106.17	305.13	10
856	284.48	185.69	107.69	10
866	231.39	123.27	223.85	10
870	312.83	128.27	107.18	10
873	166.24	271.29	220.71	10
874	123.46	283.68	245.85	10
875	140.6	222.04	170.14	10
883	99.32	107.39	293.06	10
897	108.85	316.71	146.76	10
901	105.39	240.51	111.15	10
906	153.75	152.49	191.21	10
907	194.14	106.55	146.6	10
923	205.33	299.65	145.6	10
933	192.16	99.282	94.191	10
941	220.05	179.91	288.22	10
942	121.58	151.62	287.6	10
944	297.75	247.79	276.58	10
950	212.29	122.48	105.98	10
955	301.98	129.97	216.75	10
956	300.66	170.27	186.01	10
958	115.08	292.01	279.58	10
962	311.47	226.67	304.88	10
964	220.12	181.31	108.99	10
965	237.99	159.01	117	10
970	132.63	223.59	190.91	10
983	117.55	113.57	256.75	10
996	170.56	240.31	186.82	10
1005	297.05	300.76	279.9	10
1011	201.77	142.7	138.15	10
1018	196.39	161.49	171.12	10
1024	191.18	306.49	185.69	10
1029	273.85	164.56	123.05	10
1031	219.23	119.12	312.43	10
1037	304.32	155.97	172.52	10
1041	297.66	305.86	174.13	10
1045	169.25	278.45	261.9	10
1046	176.01	292.07	293.76	10
1058	109.45	300.71	217.41	10
1064	125.89	102.75	219.61	10
1087	140.48	93.282	254.78	10
1094	293.36	104.97	126.85	10
1096	315.19	295.62	145.95	10
1111	164.38	208.34	181.58	10
1115	101.38	251.81	253.68	10
1116	252.79	136.45	283.95	10
1118	197.71	141.04	266.45	10
1122	304.96	266.26	234.49	10
1127	94.947	270.5	256.75	10
1129	238.71	142.65	149.41	10
1144	285.56	310.92	189.23	10
