# Throat metrics output format: 
# N_faces N_metrics; [N_faces x 2] array of throat void area & throat solid area 
12188 2
void_area solid_area
55.6725	157.08
29.0677	157.08
26.8961	157.08
16.1675	157.079
31.4456	157.079
17.6401	157.079
49.5091	157.079
118.32	157.08
51.5161	157.08
94.1024	157.08
18.7931	157.079
85.8521	157.08
91.0155	157.079
52.6626	157.079
70.1245	157.08
37.1198	157.08
80.5024	157.08
33.5671	157.08
25.1801	157.08
101.807	157.08
69.3502	157.08
93.8537	157.08
30.172	157.08
25.2477	157.079
53.6464	157.08
61.4029	157.079
102.976	157.08
16.1918	157.08
130.891	157.08
100.893	157.08
23.5303	157.08
41.0734	157.08
75.1931	157.08
45.443	157.08
39.7792	157.079
67.7179	157.08
39.1258	157.078
20.1465	157.079
42.6072	157.08
80.0898	157.08
41.1879	157.08
75.8661	157.08
133.765	157.08
95.521	157.08
121.292	157.08
112.75	157.08
27.2318	157.08
57.3678	157.08
42.9294	157.08
36.432	157.08
77.3805	157.079
65.1738	157.079
96.0397	157.08
91.3248	157.08
16.2832	157.079
16.2097	157.079
18.5975	157.079
18.5216	157.079
35.2863	157.08
82.185	157.08
50.4536	157.08
57.7688	157.08
46.6412	157.08
38.5826	157.08
16.0296	157.076
23.5886	157.077
49.2959	157.079
106.672	157.08
77.2835	157.08
102.291	157.08
45.6695	157.08
73.4166	157.08
42.9399	157.08
24.0845	157.08
25.1482	157.08
39.1409	157.08
25.4797	157.08
39.0171	157.078
25.4016	157.078
19.789	157.08
40.4514	157.08
91.0287	157.08
50.769	157.08
98.5758	157.08
160.94	157.08
45.6708	157.08
89.2494	157.08
122.424	157.08
67.3588	157.078
42.7968	157.078
42.6675	157.08
27.9465	157.08
27.8123	157.08
28.9605	157.08
66.4643	157.08
30.3743	157.08
20.4139	157.08
53.3565	157.08
60.4908	157.079
66.7488	157.08
59.7042	157.08
65.3231	157.079
27.2731	157.079
87.7998	157.079
63.3172	157.08
38.3726	157.08
142.061	157.08
77.2701	157.079
63.4427	157.08
16.5422	157.079
51.2692	157.08
50.7982	157.08
33.9907	157.079
19.1854	157.08
58.5413	157.08
38.0542	157.079
113.97	157.08
83.9285	157.08
35.7877	157.08
55.403	157.08
47.0034	157.08
85.1397	157.08
56.6846	157.08
86.4611	157.08
44.6368	157.08
29.7771	157.08
71.7047	157.08
31.9571	157.078
17.2614	157.08
41.8355	157.078
38.6185	157.079
105.181	157.08
118.064	157.08
56.5282	157.079
39.8397	157.078
39.2086	157.078
18.3145	157.078
18.797	157.078
38.2321	157.077
42.2772	157.077
42.4204	157.08
29.6531	157.078
